filename,tower_x_norm,tower_y_norm,tower_conf,wire_x_norm,wire_y_norm,wire_conf
frame_0000.png,0.40060080100736495,0.5133422212699088,1.0,0.5659848242527279,0.4867233128936564,1.0
frame_0001.png,0.6011595805877089,0.4906629495139163,1.0,0.39183598274484366,0.4904178135470278,1.0
frame_0002.png,0.6223567977551614,0.4554539165466262,1.0,0.4561866511023448,0.4089762652791408,1.0
frame_0003.png,0.44579875149834447,0.4566190522832508,1.0,0.7271245596805413,0.4481512133964665,1.0
frame_0004.png,0.5454485613652318,0.47172845966206867,1.0,0.4238593527745537,0.4645197629325815,1.0
frame_0005.png,0.5656762770671994,0.5071072506329254,1.0,0.5084258975925418,0.48989906829716046,1.0
frame_0006.png,0.3745044455006504,0.5268805128992049,1.0,0.5647833283038518,0.5233075543668719,1.0
frame_0007.png,0.4445623363338402,0.4486736695734144,1.0,0.426651348945113,0.44665925496474834,1.0
frame_0008.png,0.5796086023115645,0.49368147131656176,1.0,0.40854982728773165,0.4766201683615351,1.0
frame_0009.png,0.5824137373995805,0.5029198152277579,1.0,0.35583012304500755,0.5657915582499008,1.0
frame_0010.png,0.4176589481103889,0.5087947321683086,1.0,0.5481642996213404,0.5707338791696647,1.0
frame_0011.png,0.4231786108614752,0.5538065451468928,1.0,0.5726551641046324,0.5297700406560282,1.0
frame_0012.png,0.6040221255205868,0.473835333643913,1.0,0.384750192499633,0.5637406196017424,1.0
frame_0013.png,0.5823090753320046,0.5223611457208024,1.0,0.4497631226326406,0.503163198225442,1.0
frame_0014.png,0.6003745072130958,0.5416552554022213,1.0,0.39290984953977914,0.5584494154972308,1.0
frame_0015.png,0.5522867977454254,0.432412526641189,1.0,0.4879343250001223,0.44820402353512806,1.0
frame_0016.png,0.5957519971895172,0.4680227573067019,1.0,0.45601403442865834,0.4800049456885938,1.0
frame_0017.png,0.5470555106198,0.5389986339176964,1.0,0.4446672870595066,0.5187894022364794,1.0
frame_0018.png,0.599517010860495,0.47295249894168767,1.0,0.3806283961797908,0.4373026665576421,1.0
frame_0019.png,0.4228218938751409,0.5206695152222501,1.0,0.641210954828502,0.5019400084736578,1.0
frame_0020.png,0.4441707202220175,0.4611381815489987,1.0,0.6137871344952461,0.45530455260929015,1.0
frame_0021.png,0.4296109071205918,0.5038869970116137,1.0,0.7030651661542071,0.4816057343011315,1.0
frame_0022.png,0.34151839205040846,0.4570686604197464,1.0,0.515568585529607,0.44663205632737685,1.0
frame_0023.png,0.3943916569831041,0.5435175925958522,1.0,0.5640507318627667,0.5273739958629172,1.0
frame_0024.png,0.5148968532943118,0.5431607985472579,1.0,0.3501483792697505,0.5066985215361466,1.0
frame_0025.png,0.7217779819797691,0.567523497528781,1.0,0.43943732629144777,0.5275933118447648,1.0
frame_0026.png,0.4558279481434041,0.5419100522581843,1.0,0.5961847019188813,0.5434014008345182,1.0
frame_0027.png,0.6000882968970582,0.5518377425537849,1.0,0.525140306317396,0.5095276617384774,1.0
frame_0028.png,0.5836953919364514,0.5100550211907081,1.0,0.4156953904633657,0.5075777311469186,1.0
frame_0029.png,0.580004975212642,0.6072734773499812,1.0,0.5227056999966815,0.5481112824865311,1.0
frame_0030.png,0.526317234821427,0.44672520852365816,1.0,0.5104124909477822,0.4658228312622109,1.0
frame_0031.png,0.5283529469565287,0.4332970444119689,1.0,0.3202223473118047,0.44839087044637027,1.0
frame_0032.png,0.3908663166144784,0.450829429940867,1.0,0.6085686574393069,0.43959914176028053,1.0
frame_0033.png,0.4758063881992305,0.5170438988302383,1.0,0.41911079952064834,0.5450622695673083,1.0
frame_0034.png,0.640124762699829,0.4732094109620169,1.0,0.4174856952247895,0.4556329955282552,1.0
frame_0035.png,0.4835390641015503,0.47891411297646663,1.0,0.455976645221041,0.44473456330521477,1.0
frame_0036.png,0.4919394475915663,0.5569160242443075,1.0,0.541465153696215,0.5068209304677375,1.0
frame_0037.png,0.5621481586732694,0.5019881714913113,1.0,0.35829641651007804,0.49238680620221587,1.0
frame_0038.png,0.532864079139036,0.40362761624826393,1.0,0.3307517993198943,0.4548114501202837,1.0
frame_0039.png,0.4127855990617325,0.5331744237454074,1.0,0.5970688271551996,0.5324750294092211,1.0
frame_0040.png,0.591142230963898,0.5319422684701236,1.0,0.4570474309615257,0.3678717566598385,1.0
frame_0041.png,0.5412654484665188,0.5127528142333673,1.0,0.6960621432290943,0.5933578153083561,1.0
frame_0042.png,0.37909888837575934,0.42483034574870027,1.0,0.5439607740581525,0.4691168555438215,1.0
frame_0043.png,0.5102455487086457,0.5664083277792256,1.0,0.4207183114533597,0.5484399441813571,1.0
frame_0044.png,0.43987828652108285,0.5725516256273226,1.0,0.5710397516135468,0.5361902719757021,1.0
frame_0045.png,0.359004882007171,0.46330274830125706,1.0,0.6221904063835865,0.48750496432988083,1.0
frame_0046.png,0.5305975773007604,0.5397656872317859,1.0,0.5188033030275931,0.5495761355461032,1.0
frame_0047.png,0.46261127211326,0.5549679614559199,1.0,0.3714901826141872,0.5354839924494508,1.0
